"file","roi","duration","pres_min.kPa.","pres_min.time.","pres_max.kPa.","pres_max.time.","pres_median.kPa.","pres_iqr.kPa.","pres_max_1s_nadir.kPa.","pres_max_1s_nadir.time.","pres_rpc","pres_acclim_pres_surface","pres_acclim_pres_depth","pres_lrpc_surface","pres_lrpc_depth","nadir_baro","rpc_baro","lrpc_baro_surface","lrpc_baro_depth","rot_min.degs.","rot_min.time.","rot_max.degs.","rot_max.time.","rot_median.degs.","rot_iqr.degs.","acc_hig_min.g.","acc_hig_min.time.","acc_hig_max.g.","acc_hig_max.time.","acc_hig_median.g.","acc_hig_iqr.g.","acc_event_95g","acc_event_200g","acc_event_400g","acc_strike","acc_shear","acc_collision","acc_inacc_min.ms.","acc_inacc_min.time.","acc_inacc_max.ms.","acc_inacc_max.time.","acc_inacc_median.ms.","acc_inacc_iqr.ms.","acc_peak_1.time.","acc_peak_1.g.","acc_peak_1_type","acc_peak_2.time.","acc_peak_2.g.","acc_peak_2_type","acc_peak_3.time.","acc_peak_3.g.","acc_peak_3_type","acc_peak_4.time.","acc_peak_4.g.","acc_peak_4_type","acc_peak_5.time.","acc_peak_5.g.","acc_peak_5_type","acc_peak_6.time.","acc_peak_6.g.","acc_peak_6_type","acc_strike_event.time.","acc_strike_event.g.","acc_peak_7.time.","acc_peak_7.g.","acc_peak_7_type","acc_peak_8.time.","acc_peak_8.g.","acc_peak_8_type","acc_peak_9.time.","acc_peak_9.g.","acc_peak_9_type","acc_peak_10.time.","acc_peak_10.g.","acc_peak_10_type","acc_peak_11.time.","acc_peak_11.g.","acc_peak_11_type","acc_peak_12.time.","acc_peak_12.g.","acc_peak_12_type","acc_peak_13.time.","acc_peak_13.g.","acc_peak_13_type","acc_peak_14.time.","acc_peak_14.g.","acc_peak_14_type","acc_peak_15.time.","acc_peak_15.g.","acc_peak_15_type","acc_peak_16.time.","acc_peak_16.g.","acc_peak_16_type","acc_peak_17.time.","acc_peak_17.g.","acc_peak_17_type","acc_peak_18.time.","acc_peak_18.g.","acc_peak_18_type","acc_peak_19.time.","acc_peak_19.g.","acc_peak_19_type","acc_peak_20.time.","acc_peak_20.g.","acc_peak_20_type","acc_peak_21.time.","acc_peak_21.g.","acc_peak_21_type"
"B66-0320151953","roi7_sens_outgress",NA,103.33,161.19,113.69,158.64,108.74,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59,160.03,1311.62,157.7,354.22,349.4,0.1,158.82,25.2,158.62,1.9,1,0,0,0,NA,0,0,-3.9,158,38.14,158.64,0.28,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","overall",NA,99.96,142,149.17,224.06,125.01,16.77,126.77,223.39,23.57,101.3,106.2,-0.0186,0.0287,"N","N","N","N",0.06,213.3,3180.98,224.1,7.72,23.88,0.1,142.01,551.3,223.92,1.7,1.1,7,4,2,"Y",0,2,-9.58,142.87,197.83,223.93,0.05,0.05,143.3895,537.4,"collision",143.393,101.7,"collision",222.612,95.1,"collision",223.9245,551.3,"collision",223.9455,210.3,"collision",224.1715,315.8,"collision",223.9245,551.3,226.699,175.6,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi1_sens_ingress",NA,99.96,142,100,142.93,99.98,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,142.39,113.88,143,35.88,41.44,0.1,142.01,36.2,142.6,2.5,2.4,0,0,0,NA,0,0,-9.58,142.87,6.75,142.63,-0.08,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi2_inflow_passage",NA,100,143,129.78,222.61,126.09,14.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,213.3,1219.64,222.65,6.26,14.32,0.1,143.98,537.4,143.39,1.7,1.1,3,1,1,NA,0,1,-9.51,143.36,34.15,143.46,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi3_prenadir",NA,124.57,223.81,126.47,223.53,126.11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.19,223.62,299.35,223.81,234.22,112.56,0.1,223.57,14.4,223.58,1.6,0.9,0,0,0,NA,0,0,-1.12,223.51,12.18,223.81,1.8,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi4_nadir",NA,103.2,223.91,145.25,223.94,124.25,22.47,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,299.5,223.81,3009.01,223.93,861.92,1098.08,0.7,223.82,551.3,223.92,6,12.43,2,2,1,"Y",0,1,7.21,223.89,197.83,223.93,37.95,88.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi5_postnadir",NA,124,224.3,149.17,224.06,136.78,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143.22,224.01,3180.98,224.1,2214.29,359.71,2.3,224.29,315.8,224.17,9.5,7.03,1,1,0,NA,0,0,31.59,224.31,177.08,224.14,75.41,46.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi6_outflow_passage",NA,106.78,225.08,137.16,224.44,110.96,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.36,225,2485.63,224.32,962.08,464.33,0.1,224.48,175.6,226.7,1.7,1.2,1,0,0,NA,0,0,-6.46,224.5,60.69,225.06,1.97,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320124856","roi7_sens_outgress",NA,99.99,231.72,113.03,227.62,101.98,10.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18,231.91,2147.32,226.87,702.01,742.63,0.1,228.12,43.9,226.7,1.5,0.9,0,0,0,NA,0,0,-8.2,226.82,27.09,226.72,0.17,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","overall",NA,100.03,121,150.94,202.83,125.04,7.31,130.93,202.75,24.79,101.3,106.2,-0.0467,6e-04,"N","N","N","N",0.06,141.03,3010.66,202.98,30.12,50.19,0.1,121.11,545.6,202.75,1.6,0.9,14,8,3,"Y",0,3,-9.42,121.01,190.57,202.88,-0.01,0.1,202.7365,504.4,"collision",202.74,200.7,"collision",202.743,101.4,"collision",202.749,545.6,"collision",202.754,223.8,"collision",202.7585,411.6,"collision",202.7585,411.6,202.76,201.4,"collision",202.7645,374.7,"collision",202.766,119,"collision",202.778,210.3,"collision",202.78,107.9,"collision",202.792,146.9,"collision",202.835,185,"collision",202.902,180.5,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi1_sens_ingress",NA,100.03,121,125.55,121.15,106.4,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.33,121.44,449.8,122.48,117.73,84.69,0.1,121.11,87.7,121.13,2.3,1.3,0,0,0,NA,0,0,-9.42,121.01,147.15,121.16,0.81,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi2_inflow_passage",NA,105.38,125.43,125.7,145.28,125.08,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,141.03,520.88,122.97,25.68,34.03,0.1,122.73,12.6,141.02,1.5,0.9,0,0,0,NA,0,0,-3.7,141.52,9.71,141.04,-0.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi3_prenadir",NA,120.77,202.69,124.98,202.39,124.58,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.33,202.45,572.42,202.64,243.37,275.07,0.3,202.45,20.9,202.63,2.1,1.22,0,0,0,NA,0,0,0.13,202.39,25.16,202.68,2.23,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi4_nadir",NA,106.14,202.79,150.94,202.83,128.18,23.42,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,309.78,202.78,2299.47,202.75,1258.81,639.18,4,202.84,545.6,202.75,18.3,29.82,13,8,3,"Y",0,3,23.79,202.69,190.57,202.88,96.51,63.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi5_postnadir",NA,123.19,203.16,149.38,202.93,134.77,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.56,202.95,3010.66,202.98,2188.96,705.64,0.5,203.03,180.5,202.9,6.8,6.13,1,0,0,NA,0,0,-4.34,203.03,158.17,202.89,44.88,62.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi6_outflow_passage",NA,106.87,204.19,137.25,203.19,111.31,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.7,205.21,2899.74,203.22,717.22,571.53,0.1,204.51,63.2,203.33,2,1.4,0,0,0,NA,0,0,-7.89,205.42,98.9,203.19,2.02,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320144059","roi7_sens_outgress",NA,101.48,209.81,111.95,206.02,103.26,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.68,211.7,1039.94,211.98,266.07,199.03,0.1,207.93,5.6,206.39,1.9,1.15,0,0,0,NA,0,0,-2.87,206.02,13.42,211.7,0.05,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi4_nadir",NA,108.55,150.71,142.56,150.81,121.62,10.14,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,107.03,150.72,2793.11,150.74,756.47,715.24,1.6,150.62,489.3,150.74,7.95,15.22,7,3,2,"Y",0,2,8.23,150.61,200.68,150.77,47.51,86.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi1_sens_ingress",NA,100.03,118.51,120.02,118.65,106.57,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.94,119.14,367.82,120,140.86,60.43,0.1,119.15,198,118.63,2.7,2.1,1,0,0,NA,0,0,-9.18,118.52,147.23,118.66,0.6,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi2_inflow_passage",NA,105.32,123.24,123.68,143.15,118.09,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,132.13,566.08,120.53,30.19,55.56,0.1,120.3,10.4,138.62,2,1.3,0,0,0,NA,0,0,-3.59,139.49,6.64,138.64,0.03,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi3_prenadir",NA,122.19,150.61,122.97,150.33,122.83,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.92,150.31,253.98,150.46,224.85,56,0.3,150.45,5.2,150.52,2.4,1.3,0,0,0,NA,0,0,-0.25,150.32,8.15,150.61,0.96,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","overall",NA,100.03,118.51,144.07,150.87,114.28,14.82,123.07,150.13,14.52,101.3,106.2,-0.0691,-0.0219,"N","N","N","N",1.34,132.13,2901.49,150.9,50.82,158.17,0.1,119.15,489.3,150.74,2,1.3,9,3,2,"Y",0,2,-9.18,118.52,200.68,150.77,0.04,0.14,118.6275,198,"collision",150.728,145.6,"collision",150.7305,465.5,"collision",150.733,242.5,"collision",150.7355,489.3,"collision",150.738,126.7,"collision",150.7305,465.5,150.743,160.2,"collision",150.7465,102.3,"collision",151.124,109.6,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi5_postnadir",NA,120.95,151.05,144.07,150.87,133.94,9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.48,151.06,2901.49,150.9,2049.24,1343.71,0.3,151.1,85.5,150.97,7.9,8.3,0,0,0,NA,0,0,3.96,151.09,168.67,150.89,59.87,88.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi6_outflow_passage",NA,107.13,152.61,136.34,151.13,111.26,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.69,153.31,1408.1,153.38,753.15,332.4,0.1,151.93,109.6,151.12,2.1,1.5,1,0,0,NA,0,0,-7.35,152.55,23.15,152.6,2.47,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B67-0320151934","roi7_sens_outgress",NA,100.71,159,112.88,153.78,101.95,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.47,157,1027.89,153.5,250.79,184.19,0.1,153.55,31.6,153.72,2,1.3,0,0,0,NA,0,0,-4.24,153.54,13.82,153.75,0.03,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","overall",NA,99.72,200.14,149.77,263.12,102.25,9.08,134.68,262.96,17.29,101.3,106.2,-0.1474,-0.1002,"N","N","N","N",0.42,236.39,3314.89,263.35,45.51,68.59,0,147.2,618.5,262.94,1.7,1,10,6,4,"Y",0,4,-9.7,216.76,219.22,263.04,-0.34,0.11,206.276,152,"collision",228.1585,554.9,"collision",228.161,231.4,"collision",262.9445,618.5,"collision",262.9465,308.3,"collision",263.012,414.8,"collision",263.0285,452,263.0285,452,"collision",263.0315,105.6,"collision",263.059,137.2,"collision",263.08,143.6,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi1_sens_ingress",NA,99.99,141,121.75,141.22,105.45,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.59,141.43,240.54,141.36,180.03,63.7,0.2,141.86,65.3,141.21,2.3,1.4,0,0,0,NA,0,0,-9.2,141.04,128.67,141.24,1.51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi2_inflow_passage",NA,99.72,200.14,127.53,240.2,102.15,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,236.39,2092.13,206.31,41.87,59.63,0,147.2,554.9,228.16,1.7,1,3,2,1,NA,0,1,-9.7,216.76,74.88,205.99,-0.34,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi3_prenadir",NA,120.64,262.95,133.98,262.96,124.36,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.72,262.67,1565.07,262.87,576.57,694.72,0.2,262.72,618.5,262.94,3,3.88,2,2,1,NA,0,1,-7.2,262.74,97.44,262.95,2.44,29.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi4_nadir",NA,117.39,263.06,149.77,263.12,128.34,22.41,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,83.9,262.98,2276.52,263.11,1399.5,1066.92,1.6,263.12,452,263.03,12.1,17.32,5,2,2,"Y",0,2,13.78,263.13,219.22,263.04,73.62,97.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi5_postnadir",NA,126.14,263.45,147.95,263.32,141.52,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.73,263.18,3314.89,263.35,2690.23,459.69,0.9,263.45,24,263.29,12.7,6.4,0,0,0,NA,0,0,13.98,263.38,161.93,263.35,110.07,59.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi6_outflow_passage",NA,105.18,264.33,138.51,263.63,111.9,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,265.14,2981.88,263.56,506.62,1118.26,0,264,26.3,264.4,1.7,1.1,0,0,0,NA,0,0,-8.44,264.42,91.87,263.52,0.2,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320152704","roi7_sens_outgress",NA,101.4,269,113.95,266.87,110.08,7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.26,266.21,1361.96,267.34,510.01,365.94,0,268.06,27.3,266.85,1.7,1,0,0,0,NA,0,0,-3.33,266.15,32.52,266.87,0.12,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320154126","overall",NA,99.98,120.13,148.11,221.52,124.81,13.72,125.58,221.35,24.01,101.3,106.2,-0.0027,0.0446,"N","N","N","N",0.1,209.52,3227.44,221.69,30.46,71.98,0,123.57,514.7,221.4,1.7,1,3,2,1,"Y",0,1,-9.09,120.11,213.16,221.39,-0.34,0.16,221.3405,219.7,"collision",221.3695,136.6,"collision",221.395,514.7,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,221.395,514.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B68-0320154126","roi1_sens_ingress",NA,99.98,120.13,121.88,120.25,105.56,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.99,120.6,251.63,120.15,128.05,136.85,0.3,120.84,40.7,120.23,2.5,1.6,0,0,0,NA,0,0,-9.09,120.11,146.99,120.26,1.52,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
